n,m,final_balance,total_return,trade_count,yearly_details
5,76,"₩5,909,863",490.99%,82,"2014: ₩709,019 (-29.10%); 2015: ₩607,061 (-14.38%); 2016: ₩1,199,907 (97.66%); 2017: ₩2,572,656 (114.40%); 2018: ₩3,977,409 (54.60%); 2019: ₩10,559,076 (165.48%); 2020: ₩8,806,701 (-16.60%); 2021: ₩10,880,944 (23.55%); 2022: ₩4,804,080 (-55.85%); 2023: ₩4,441,007 (-7.56%); 2024: ₩5,909,863 (33.07%)"
5,77,"₩1,679,544",67.95%,84,"2014: ₩650,986 (-34.90%); 2015: ₩568,685 (-12.64%); 2016: ₩1,112,924 (95.70%); 2017: ₩2,944,957 (164.61%); 2018: ₩1,224,062 (-58.44%); 2019: ₩3,249,595 (165.48%); 2020: ₩2,760,418 (-15.05%); 2021: ₩3,410,579 (23.55%); 2022: ₩1,365,288 (-59.97%); 2023: ₩1,262,105 (-7.56%); 2024: ₩1,679,544 (33.07%)"
5,78,"₩4,535,152",353.52%,82,"2014: ₩650,986 (-34.90%); 2015: ₩542,096 (-16.73%); 2016: ₩645,144 (19.01%); 2017: ₩1,794,842 (178.21%); 2018: ₩3,115,487 (73.58%); 2019: ₩8,270,879 (165.48%); 2020: ₩6,495,947 (-21.46%); 2021: ₩8,025,939 (23.55%); 2022: ₩3,476,421 (-56.69%); 2023: ₩3,407,971 (-1.97%); 2024: ₩4,535,152 (33.07%)"
5,79,"₩7,947,893",694.79%,78,"2014: ₩650,986 (-34.90%); 2015: ₩546,097 (-16.11%); 2016: ₩649,906 (19.01%); 2017: ₩1,781,895 (174.18%); 2018: ₩5,046,576 (183.21%); 2019: ₩13,371,079 (164.95%); 2020: ₩10,501,644 (-21.46%); 2021: ₩13,404,957 (27.65%); 2022: ₩6,092,458 (-54.55%); 2023: ₩5,972,499 (-1.97%); 2024: ₩7,947,893 (33.07%)"
6,20,"₩116,809,765",11580.98%,186,"2014: ₩810,288 (-18.97%); 2015: ₩1,288,452 (59.01%); 2016: ₩1,105,290 (-14.22%); 2017: ₩12,123,657 (996.88%); 2018: ₩11,938,247 (-1.53%); 2019: ₩12,346,140 (3.42%); 2020: ₩15,156,799 (22.77%); 2021: ₩45,708,414 (201.57%); 2022: ₩28,357,850 (-37.96%); 2023: ₩61,542,454 (117.02%); 2024: ₩119,112,829 (93.55%); 2025: ₩116,809,765 (-1.93%)"
6,21,"₩91,071,821",9007.18%,182,"2014: ₩758,487 (-24.15%); 2015: ₩1,151,697 (51.84%); 2016: ₩866,648 (-24.75%); 2017: ₩8,925,194 (929.85%); 2018: ₩8,817,514 (-1.21%); 2019: ₩8,604,300 (-2.42%); 2020: ₩12,515,545 (45.46%); 2021: ₩37,016,793 (195.77%); 2022: ₩21,887,640 (-40.87%); 2023: ₩45,693,818 (108.77%); 2024: ₩92,867,426 (103.24%); 2025: ₩91,071,821 (-1.93%)"
6,22,"₩71,592,282",7059.23%,178,"2014: ₩844,581 (-15.54%); 2015: ₩1,248,474 (47.82%); 2016: ₩939,472 (-24.75%); 2017: ₩10,271,393 (993.32%); 2018: ₩9,351,123 (-8.96%); 2019: ₩9,033,740 (-3.39%); 2020: ₩13,154,648 (45.62%); 2021: ₩35,337,920 (168.63%); 2022: ₩21,445,496 (-39.31%); 2023: ₩40,715,722 (89.86%); 2024: ₩74,374,288 (82.67%); 2025: ₩71,592,282 (-3.74%)"
6,23,"₩35,278,898",3427.89%,160,"2014: ₩844,581 (-15.54%); 2015: ₩1,121,663 (32.81%); 2016: ₩868,466 (-22.57%); 2017: ₩4,494,765 (417.55%); 2018: ₩4,167,861 (-7.27%); 2019: ₩5,870,985 (40.86%); 2020: ₩8,218,764 (39.99%); 2021: ₩23,186,380 (182.12%); 2022: ₩14,430,977 (-37.76%); 2023: ₩19,057,827 (32.06%); 2024: ₩35,005,077 (83.68%); 2025: ₩35,278,898 (0.78%)"
6,24,"₩30,895,946",2989.59%,168,"2014: ₩592,807 (-40.72%); 2015: ₩717,506 (21.04%); 2016: ₩555,541 (-22.57%); 2017: ₩2,784,434 (401.21%); 2018: ₩2,403,446 (-13.68%); 2019: ₩5,549,926 (130.92%); 2020: ₩9,765,008 (75.95%); 2021: ₩24,590,664 (151.82%); 2022: ₩12,893,381 (-47.57%); 2023: ₩17,174,968 (33.21%); 2024: ₩30,656,144 (78.49%); 2025: ₩30,895,946 (0.78%)"
6,25,"₩45,920,076",4492.01%,168,"2014: ₩642,252 (-35.77%); 2015: ₩776,670 (20.93%); 2016: ₩571,987 (-26.35%); 2017: ₩2,721,045 (375.72%); 2018: ₩2,412,092 (-11.35%); 2019: ₩5,608,915 (132.53%); 2020: ₩13,858,072 (147.07%); 2021: ₩33,075,988 (138.68%); 2022: ₩17,942,944 (-45.75%); 2023: ₩23,940,038 (33.42%); 2024: ₩45,563,662 (90.32%); 2025: ₩45,920,076 (0.78%)"
6,26,"₩72,023,802",7102.38%,164,"2014: ₩652,194 (-34.78%); 2015: ₩774,523 (18.76%); 2016: ₩570,405 (-26.35%); 2017: ₩3,299,256 (478.41%); 2018: ₩2,786,462 (-15.54%); 2019: ₩5,823,331 (108.99%); 2020: ₩14,387,834 (147.07%); 2021: ₩47,987,247 (233.53%); 2022: ₩26,073,400 (-45.67%); 2023: ₩35,820,386 (37.38%); 2024: ₩71,464,781 (99.51%); 2025: ₩72,023,802 (0.78%)"
6,27,"₩80,914,250",7991.43%,154,"2014: ₩650,887 (-34.91%); 2015: ₩748,145 (14.94%); 2016: ₩557,071 (-25.54%); 2017: ₩2,925,681 (425.19%); 2018: ₩2,528,288 (-13.58%); 2019: ₩5,280,260 (108.85%); 2020: ₩13,046,057 (147.07%); 2021: ₩48,344,441 (270.57%); 2022: ₩28,516,317 (-41.01%); 2023: ₩38,766,371 (35.94%); 2024: ₩79,833,849 (105.94%); 2025: ₩80,914,250 (1.35%)"
6,28,"₩59,314,766",5831.48%,156,"2014: ₩650,887 (-34.91%); 2015: ₩784,873 (20.59%); 2016: ₩640,389 (-18.41%); 2017: ₩3,189,799 (398.10%); 2018: ₩2,519,464 (-21.01%); 2019: ₩6,032,115 (139.42%); 2020: ₩14,423,093 (139.11%); 2021: ₩60,775,712 (321.38%); 2022: ₩35,314,632 (-41.89%); 2023: ₩45,703,390 (29.42%); 2024: ₩59,112,623 (29.34%); 2025: ₩59,314,766 (0.34%)"
6,29,"₩50,557,348",4955.73%,152,"2014: ₩529,979 (-47.00%); 2015: ₩716,809 (35.25%); 2016: ₩567,556 (-20.82%); 2017: ₩2,678,431 (371.92%); 2018: ₩2,106,535 (-21.35%); 2019: ₩5,101,399 (142.17%); 2020: ₩8,265,912 (62.03%); 2021: ₩55,428,892 (570.57%); 2022: ₩32,384,435 (-41.57%); 2023: ₩40,943,308 (26.43%); 2024: ₩52,955,948 (29.34%); 2025: ₩50,557,348 (-4.53%)"
6,30,"₩50,191,926",4919.19%,148,"2014: ₩516,100 (-48.39%); 2015: ₩696,730 (35.00%); 2016: ₩574,898 (-17.49%); 2017: ₩2,712,216 (371.77%); 2018: ₩2,082,261 (-23.23%); 2019: ₩5,346,393 (156.76%); 2020: ₩8,608,903 (61.02%); 2021: ₩52,952,363 (515.09%); 2022: ₩32,397,867 (-38.82%); 2023: ₩40,813,421 (25.98%); 2024: ₩52,330,121 (28.22%); 2025: ₩50,191,926 (-4.09%)"
6,31,"₩29,896,614",2889.66%,138,"2014: ₩496,231 (-50.38%); 2015: ₩564,313 (13.72%); 2016: ₩671,346 (18.97%); 2017: ₩3,167,235 (371.77%); 2018: ₩2,381,211 (-24.82%); 2019: ₩6,157,437 (158.58%); 2020: ₩9,893,889 (60.68%); 2021: ₩45,196,598 (356.81%); 2022: ₩18,508,019 (-59.05%); 2023: ₩23,474,204 (26.83%); 2024: ₩31,170,221 (32.78%); 2025: ₩29,896,614 (-4.09%)"
6,32,"₩270,516,716",26951.67%,132,"2014: ₩463,507 (-53.65%); 2015: ₩527,099 (13.72%); 2016: ₩870,225 (65.10%); 2017: ₩2,433,877 (179.68%); 2018: ₩8,022,021 (229.60%); 2019: ₩20,436,213 (154.75%); 2020: ₩30,521,338 (49.35%); 2021: ₩136,419,964 (346.97%); 2022: ₩90,526,572 (-33.64%); 2023: ₩121,714,817 (34.45%); 2024: ₩282,040,830 (131.72%); 2025: ₩270,516,716 (-4.09%)"
6,33,"₩272,000,319",27100.03%,126,"2014: ₩469,970 (-53.00%); 2015: ₩526,179 (11.96%); 2016: ₩826,794 (57.13%); 2017: ₩2,327,928 (181.56%); 2018: ₩7,559,284 (224.72%); 2019: ₩16,924,429 (123.89%); 2020: ₩26,082,611 (54.11%); 2021: ₩123,453,180 (373.32%); 2022: ₩80,741,453 (-34.60%); 2023: ₩107,054,559 (32.59%); 2024: ₩283,587,635 (164.90%); 2025: ₩272,000,319 (-4.09%)"
6,34,"₩287,895,036",28689.50%,124,"2014: ₩570,322 (-42.97%); 2015: ₩492,931 (-13.57%); 2016: ₩1,104,298 (124.03%); 2017: ₩3,109,268 (181.56%); 2018: ₩9,261,431 (197.87%); 2019: ₩20,673,225 (123.22%); 2020: ₩35,383,467 (71.16%); 2021: ₩147,987,907 (318.24%); 2022: ₩96,881,414 (-34.53%); 2023: ₩123,207,929 (27.17%); 2024: ₩300,159,472 (143.62%); 2025: ₩287,895,036 (-4.09%)"
6,35,"₩250,745,014",24974.50%,118,"2014: ₩517,642 (-48.24%); 2015: ₩597,579 (15.44%); 2016: ₩916,763 (53.41%); 2017: ₩2,670,652 (191.31%); 2018: ₩7,480,855 (180.11%); 2019: ₩15,370,581 (105.47%); 2020: ₩28,634,350 (86.29%); 2021: ₩119,288,312 (316.59%); 2022: ₩78,385,605 (-34.29%); 2023: ₩99,125,734 (26.46%); 2024: ₩261,426,845 (163.73%); 2025: ₩250,745,014 (-4.09%)"
6,36,"₩388,548,372",38754.84%,118,"2014: ₩492,949 (-50.71%); 2015: ₩567,194 (15.06%); 2016: ₩870,148 (53.41%); 2017: ₩3,484,346 (300.43%); 2018: ₩6,344,016 (82.07%); 2019: ₩12,205,028 (92.39%); 2020: ₩19,152,044 (56.92%); 2021: ₩170,362,280 (789.53%); 2022: ₩127,166,043 (-25.36%); 2023: ₩160,813,039 (26.46%); 2024: ₩405,100,678 (151.91%); 2025: ₩388,548,372 (-4.09%)"
6,37,"₩293,990,519",29299.05%,112,"2014: ₩522,421 (-47.76%); 2015: ₩602,942 (15.41%); 2016: ₩923,023 (53.09%); 2017: ₩2,983,336 (223.21%); 2018: ₩5,157,493 (72.88%); 2019: ₩9,781,284 (89.65%); 2020: ₩15,348,722 (56.92%); 2021: ₩130,356,330 (749.30%); 2022: ₩96,218,679 (-26.19%); 2023: ₩121,677,279 (26.46%); 2024: ₩306,514,625 (151.91%); 2025: ₩293,990,519 (-4.09%)"
6,38,"₩78,852,508",7785.25%,100,"2014: ₩540,953 (-45.90%); 2015: ₩606,847 (12.18%); 2016: ₩947,768 (56.18%); 2017: ₩3,063,318 (223.21%); 2018: ₩9,663,998 (215.47%); 2019: ₩3,529,981 (-63.47%); 2020: ₩4,583,357 (29.84%); 2021: ₩35,076,858 (665.31%); 2022: ₩25,678,402 (-26.79%); 2023: ₩33,263,692 (29.54%); 2024: ₩82,211,655 (147.15%); 2025: ₩78,852,508 (-4.09%)"
6,39,"₩83,615,105",8261.51%,94,"2014: ₩563,030 (-43.70%); 2015: ₩477,125 (-15.26%); 2016: ₩1,166,499 (144.48%); 2017: ₩3,537,096 (203.22%); 2018: ₩10,978,670 (210.39%); 2019: ₩4,010,192 (-63.47%); 2020: ₩5,206,868 (29.84%); 2021: ₩37,698,003 (624.01%); 2022: ₩28,724,013 (-23.80%); 2023: ₩35,520,419 (23.66%); 2024: ₩87,177,140 (145.43%); 2025: ₩83,615,105 (-4.09%)"
6,40,"₩70,425,022",6942.50%,96,"2014: ₩563,030 (-43.70%); 2015: ₩706,266 (25.44%); 2016: ₩1,190,020 (68.49%); 2017: ₩1,629,492 (36.93%); 2018: ₩4,938,188 (203.05%); 2019: ₩5,168,289 (4.66%); 2020: ₩6,818,137 (31.92%); 2021: ₩55,760,861 (717.83%); 2022: ₩22,662,345 (-59.36%); 2023: ₩29,841,133 (31.68%); 2024: ₩73,238,570 (145.43%); 2025: ₩70,425,022 (-3.84%)"
6,41,"₩39,229,368",3822.94%,94,"2014: ₩563,030 (-43.70%); 2015: ₩706,266 (25.44%); 2016: ₩1,041,679 (47.49%); 2017: ₩1,426,369 (36.93%); 2018: ₩4,493,676 (215.04%); 2019: ₩5,200,288 (15.72%); 2020: ₩6,860,351 (31.92%); 2021: ₩29,996,552 (337.25%); 2022: ₩12,564,957 (-58.11%); 2023: ₩16,622,626 (32.29%); 2024: ₩40,796,619 (145.43%); 2025: ₩39,229,368 (-3.84%)"
6,42,"₩43,347,461",4234.75%,90,"2014: ₩563,030 (-43.70%); 2015: ₩677,661 (20.36%); 2016: ₩1,001,279 (47.76%); 2017: ₩1,412,245 (41.04%); 2018: ₩4,125,615 (192.13%); 2019: ₩5,687,972 (37.87%); 2020: ₩7,246,824 (27.41%); 2021: ₩31,608,803 (336.17%); 2022: ₩13,240,296 (-58.11%); 2023: ₩17,456,412 (31.84%); 2024: ₩42,842,966 (145.43%); 2025: ₩43,347,461 (1.18%)"
6,43,"₩46,171,087",4517.11%,98,"2014: ₩563,030 (-43.70%); 2015: ₩678,561 (20.52%); 2016: ₩959,059 (41.34%); 2017: ₩1,333,824 (39.08%); 2018: ₩3,836,625 (187.64%); 2019: ₩4,993,960 (30.17%); 2020: ₩6,278,182 (25.72%); 2021: ₩27,383,831 (336.17%); 2022: ₩9,931,171 (-63.73%); 2023: ₩12,079,307 (21.63%); 2024: ₩45,633,730 (277.78%); 2025: ₩46,171,087 (1.18%)"
6,44,"₩24,503,147",2350.31%,92,"2014: ₩563,030 (-43.70%); 2015: ₩509,083 (-9.58%); 2016: ₩1,080,604 (112.26%); 2017: ₩1,456,871 (34.82%); 2018: ₩3,735,308 (156.39%); 2019: ₩4,402,674 (17.87%); 2020: ₩5,491,529 (24.73%); 2021: ₩13,705,518 (149.58%); 2022: ₩5,267,539 (-61.57%); 2023: ₩6,407,991 (21.65%); 2024: ₩24,217,969 (277.93%); 2025: ₩24,503,147 (1.18%)"
6,45,"₩60,685,014",5968.50%,94,"2014: ₩554,279 (-44.57%); 2015: ₩507,020 (-8.53%); 2016: ₩1,076,225 (112.26%); 2017: ₩1,441,700 (33.96%); 2018: ₩3,559,745 (146.91%); 2019: ₩4,170,602 (17.16%); 2020: ₩6,667,526 (59.87%); 2021: ₩34,031,690 (410.41%); 2022: ₩11,897,474 (-65.04%); 2023: ₩15,953,869 (34.09%); 2024: ₩59,978,738 (275.95%); 2025: ₩60,685,014 (1.18%)"
6,46,"₩92,007,274",9100.73%,92,"2014: ₩828,223 (-17.18%); 2015: ₩774,611 (-6.47%); 2016: ₩1,635,980 (111.20%); 2017: ₩2,001,198 (22.32%); 2018: ₩5,095,441 (154.62%); 2019: ₩5,969,825 (17.16%); 2020: ₩10,358,653 (73.52%); 2021: ₩49,350,700 (376.42%); 2022: ₩18,200,019 (-63.12%); 2023: ₩25,063,180 (37.71%); 2024: ₩90,936,457 (262.83%); 2025: ₩92,007,274 (1.18%)"
6,47,"₩101,243,061",10024.31%,88,"2014: ₩828,223 (-17.18%); 2015: ₩787,864 (-4.87%); 2016: ₩1,663,972 (111.20%); 2017: ₩2,120,906 (27.46%); 2018: ₩5,321,892 (150.93%); 2019: ₩6,773,740 (27.28%); 2020: ₩11,522,596 (70.11%); 2021: ₩54,895,957 (376.42%); 2022: ₩20,245,051 (-63.12%); 2023: ₩27,517,317 (35.92%); 2024: ₩100,064,754 (263.64%); 2025: ₩101,243,061 (1.18%)"
6,48,"₩83,635,751",8263.58%,86,"2014: ₩828,223 (-17.18%); 2015: ₩781,482 (-5.64%); 2016: ₩1,650,492 (111.20%); 2017: ₩2,103,724 (27.46%); 2018: ₩4,749,752 (125.78%); 2019: ₩6,045,517 (27.28%); 2020: ₩10,162,629 (68.10%); 2021: ₩46,147,875 (354.09%); 2022: ₩17,729,509 (-61.58%); 2023: ₩24,098,161 (35.92%); 2024: ₩82,662,365 (243.02%); 2025: ₩83,635,751 (1.18%)"
6,49,"₩49,994,564",4899.46%,88,"2014: ₩828,223 (-17.18%); 2015: ₩789,113 (-4.72%); 2016: ₩1,835,434 (132.59%); 2017: ₩2,374,864 (29.39%); 2018: ₩4,991,470 (110.18%); 2019: ₩6,353,177 (27.28%); 2020: ₩6,316,353 (-0.58%); 2021: ₩28,682,172 (354.09%); 2022: ₩11,019,377 (-61.58%); 2023: ₩14,977,669 (35.92%); 2024: ₩49,412,708 (229.91%); 2025: ₩49,994,564 (1.18%)"
6,50,"₩53,435,850",5243.58%,88,"2014: ₩828,223 (-17.18%); 2015: ₩784,863 (-5.24%); 2016: ₩1,799,570 (129.28%); 2017: ₩2,354,064 (30.81%); 2018: ₩5,382,391 (128.64%); 2019: ₩6,678,220 (24.08%); 2020: ₩6,451,315 (-3.40%); 2021: ₩29,295,024 (354.09%); 2022: ₩11,541,674 (-60.60%); 2023: ₩16,008,630 (38.70%); 2024: ₩52,813,942 (229.91%); 2025: ₩53,435,850 (1.18%)"
6,51,"₩62,415,211",6141.52%,90,"2014: ₩828,223 (-17.18%); 2015: ₩770,745 (-6.94%); 2016: ₩1,759,527 (128.29%); 2017: ₩2,559,910 (45.49%); 2018: ₩5,697,443 (122.56%); 2019: ₩7,345,455 (28.93%); 2020: ₩7,358,160 (0.17%); 2021: ₩33,612,542 (356.81%); 2022: ₩13,137,318 (-60.92%); 2023: ₩18,326,013 (39.50%); 2024: ₩61,688,798 (236.62%); 2025: ₩62,415,211 (1.18%)"
6,52,"₩66,266,843",6526.68%,90,"2014: ₩784,926 (-21.51%); 2015: ₩730,453 (-6.94%); 2016: ₩1,694,897 (132.03%); 2017: ₩2,459,517 (45.11%); 2018: ₩6,019,570 (144.75%); 2019: ₩7,760,760 (28.93%); 2020: ₩7,613,124 (-1.90%); 2021: ₩34,777,234 (356.81%); 2022: ₩13,605,683 (-60.88%); 2023: ₩18,979,362 (39.50%); 2024: ₩39,845,608 (109.94%); 2025: ₩66,266,843 (66.31%)"
6,53,"₩60,666,695",5966.67%,92,"2014: ₩784,926 (-21.51%); 2015: ₩707,710 (-9.84%); 2016: ₩1,622,692 (129.29%); 2017: ₩2,389,385 (47.25%); 2018: ₩6,311,890 (164.16%); 2019: ₩7,859,539 (24.52%); 2020: ₩9,919,854 (26.21%); 2021: ₩44,624,963 (349.86%); 2022: ₩12,455,880 (-72.09%); 2023: ₩17,375,435 (39.50%); 2024: ₩36,478,294 (109.94%); 2025: ₩60,666,695 (66.31%)"
6,54,"₩71,220,926",7022.09%,84,"2014: ₩784,926 (-21.51%); 2015: ₩705,251 (-10.15%); 2016: ₩1,617,053 (129.29%); 2017: ₩2,401,170 (48.49%); 2018: ₩6,825,695 (184.27%); 2019: ₩8,842,419 (29.55%); 2020: ₩11,160,388 (26.21%); 2021: ₩50,205,567 (349.86%); 2022: ₩14,745,954 (-70.63%); 2023: ₩20,649,789 (40.04%); 2024: ₩43,328,727 (109.83%); 2025: ₩71,220,926 (64.37%)"
6,55,"₩103,425,101",10242.51%,84,"2014: ₩784,926 (-21.51%); 2015: ₩697,257 (-11.17%); 2016: ₩1,593,406 (128.53%); 2017: ₩3,991,013 (150.47%); 2018: ₩10,794,978 (170.48%); 2019: ₩14,115,516 (30.76%); 2020: ₩17,708,880 (25.46%); 2021: ₩79,664,290 (349.86%); 2022: ₩22,022,294 (-72.36%); 2023: ₩30,839,354 (40.04%); 2024: ₩62,920,805 (104.03%); 2025: ₩103,425,101 (64.37%)"
6,56,"₩96,032,116",9503.21%,86,"2014: ₩730,469 (-26.95%); 2015: ₩626,310 (-14.26%); 2016: ₩1,433,154 (128.83%); 2017: ₩3,580,248 (149.82%); 2018: ₩9,792,604 (173.52%); 2019: ₩12,804,811 (30.76%); 2020: ₩16,064,511 (25.46%); 2021: ₩70,776,137 (340.57%); 2022: ₩20,377,875 (-71.21%); 2023: ₩28,226,711 (38.52%); 2024: ₩58,561,333 (107.47%); 2025: ₩96,032,116 (63.99%)"
6,57,"₩119,967,561",11896.76%,88,"2014: ₩730,469 (-26.95%); 2015: ₩625,101 (-14.42%); 2016: ₩1,459,167 (133.43%); 2017: ₩3,638,073 (149.33%); 2018: ₩9,491,192 (160.89%); 2019: ₩12,628,772 (33.06%); 2020: ₩15,843,658 (25.46%); 2021: ₩71,545,912 (351.57%); 2022: ₩26,917,540 (-62.38%); 2023: ₩34,189,860 (27.02%); 2024: ₩73,157,403 (113.97%); 2025: ₩119,967,561 (63.99%)"
6,58,"₩128,142,101",12714.21%,86,"2014: ₩742,003 (-25.80%); 2015: ₩671,203 (-9.54%); 2016: ₩1,563,189 (132.89%); 2017: ₩3,915,210 (150.46%); 2018: ₩10,116,900 (158.40%); 2019: ₩13,461,326 (33.06%); 2020: ₩16,797,531 (24.78%); 2021: ₩75,853,359 (351.57%); 2022: ₩28,751,690 (-62.10%); 2023: ₩36,519,543 (27.02%); 2024: ₩78,142,319 (113.97%); 2025: ₩128,142,101 (63.99%)"
6,59,"₩140,503,542",13950.35%,88,"2014: ₩742,003 (-25.80%); 2015: ₩650,734 (-12.30%); 2016: ₩1,494,650 (129.69%); 2017: ₩3,554,595 (137.82%); 2018: ₩9,099,800 (156.00%); 2019: ₩12,790,708 (40.56%); 2020: ₩17,827,356 (39.38%); 2021: ₩80,503,787 (351.57%); 2022: ₩31,772,307 (-60.53%); 2023: ₩40,042,461 (26.03%); 2024: ₩85,680,447 (113.97%); 2025: ₩140,503,542 (63.99%)"
6,60,"₩103,843,824",10284.38%,86,"2014: ₩742,003 (-25.80%); 2015: ₩667,630 (-10.02%); 2016: ₩1,525,199 (128.45%); 2017: ₩3,309,469 (116.99%); 2018: ₩8,528,368 (157.70%); 2019: ₩11,917,842 (39.74%); 2020: ₩16,610,777 (39.38%); 2021: ₩74,267,353 (347.10%); 2022: ₩24,586,796 (-66.89%); 2023: ₩31,292,460 (27.27%); 2024: ₩63,324,989 (102.37%); 2025: ₩103,843,824 (63.99%)"
6,61,"₩78,219,008",7721.90%,86,"2014: ₩742,003 (-25.80%); 2015: ₩629,391 (-15.18%); 2016: ₩1,463,075 (132.46%); 2017: ₩4,289,600 (193.19%); 2018: ₩11,054,128 (157.70%); 2019: ₩15,447,427 (39.74%); 2020: ₩22,775,643 (47.44%); 2021: ₩100,164,416 (339.79%); 2022: ₩30,435,118 (-69.61%); 2023: ₩38,735,821 (27.27%); 2024: ₩78,219,008 (101.93%)"
6,62,"₩145,640,610",14464.06%,90,"2014: ₩742,003 (-25.80%); 2015: ₩630,521 (-15.02%); 2016: ₩1,465,702 (132.46%); 2017: ₩5,579,986 (280.70%); 2018: ₩14,314,227 (156.53%); 2019: ₩19,763,598 (38.07%); 2020: ₩29,139,395 (47.44%); 2021: ₩182,469,023 (526.19%); 2022: ₩56,049,949 (-69.28%); 2023: ₩71,336,696 (27.27%); 2024: ₩145,640,610 (104.16%)"
6,63,"₩51,039,585",5003.96%,82,"2014: ₩742,003 (-25.80%); 2015: ₩636,826 (-14.17%); 2016: ₩856,919 (34.56%); 2017: ₩2,088,850 (143.76%); 2018: ₩5,358,486 (156.53%); 2019: ₩6,490,275 (21.12%); 2020: ₩9,429,547 (45.29%); 2021: ₩59,047,220 (526.19%); 2022: ₩19,174,043 (-67.53%); 2023: ₩24,403,464 (27.27%); 2024: ₩51,039,585 (109.15%)"
6,64,"₩41,565,809",4056.58%,78,"2014: ₩742,003 (-25.80%); 2015: ₩651,514 (-12.20%); 2016: ₩871,791 (33.81%); 2017: ₩2,779,789 (218.86%); 2018: ₩6,468,680 (132.70%); 2019: ₩7,834,958 (21.12%); 2020: ₩11,383,201 (45.29%); 2021: ₩75,391,827 (562.31%); 2022: ₩24,216,645 (-67.88%); 2023: ₩30,264,306 (24.97%); 2024: ₩41,565,809 (37.34%)"
6,65,"₩60,290,538",5929.05%,80,"2014: ₩742,003 (-25.80%); 2015: ₩651,514 (-12.20%); 2016: ₩833,665 (27.96%); 2017: ₩2,648,344 (217.67%); 2018: ₩6,535,191 (146.77%); 2019: ₩7,628,821 (16.73%); 2020: ₩11,083,710 (45.29%); 2021: ₩80,753,579 (628.58%); 2022: ₩34,734,253 (-56.99%); 2023: ₩43,408,494 (24.97%); 2024: ₩60,290,538 (38.89%)"
6,66,"₩17,654,752",1665.48%,78,"2014: ₩742,003 (-25.80%); 2015: ₩646,486 (-12.87%); 2016: ₩842,205 (30.27%); 2017: ₩2,703,722 (221.03%); 2018: ₩1,950,412 (-27.86%); 2019: ₩2,290,650 (17.44%); 2020: ₩3,300,716 (44.10%); 2021: ₩22,110,947 (569.88%); 2022: ₩9,939,546 (-55.05%); 2023: ₩12,711,218 (27.89%); 2024: ₩17,654,752 (38.89%)"
6,67,"₩11,225,289",1022.53%,76,"2014: ₩742,003 (-25.80%); 2015: ₩614,913 (-17.13%); 2016: ₩801,074 (30.27%); 2017: ₩2,558,191 (219.35%); 2018: ₩1,845,429 (-27.86%); 2019: ₩2,167,353 (17.44%); 2020: ₩2,934,186 (35.38%); 2021: ₩17,975,003 (512.61%); 2022: ₩7,543,700 (-58.03%); 2023: ₩8,082,079 (7.14%); 2024: ₩11,225,289 (38.89%)"
6,68,"₩93,405,046",9240.50%,74,"2014: ₩742,003 (-25.80%); 2015: ₩614,425 (-17.19%); 2016: ₩1,311,274 (113.42%); 2017: ₩4,185,974 (219.23%); 2018: ₩9,529,242 (127.65%); 2019: ₩21,129,405 (121.73%); 2020: ₩25,850,782 (22.35%); 2021: ₩146,931,882 (468.38%); 2022: ₩62,770,735 (-57.28%); 2023: ₩67,250,558 (7.14%); 2024: ₩93,405,046 (38.89%)"
6,69,"₩14,244,264",1324.43%,80,"2014: ₩742,003 (-25.80%); 2015: ₩612,379 (-17.47%); 2016: ₩1,109,074 (81.11%); 2017: ₩3,518,925 (217.29%); 2018: ₩1,598,162 (-54.58%); 2019: ₩3,375,875 (111.23%); 2020: ₩4,130,216 (22.35%); 2021: ₩23,113,797 (459.63%); 2022: ₩9,874,440 (-57.28%); 2023: ₩10,087,772 (2.16%); 2024: ₩14,244,264 (41.20%)"
6,70,"₩82,609,839",8160.98%,78,"2014: ₩765,071 (-23.49%); 2015: ₩633,813 (-17.16%); 2016: ₩1,147,892 (81.11%); 2017: ₩3,664,411 (219.23%); 2018: ₩8,484,105 (131.53%); 2019: ₩22,523,284 (165.48%); 2020: ₩20,609,913 (-8.50%); 2021: ₩125,076,508 (506.88%); 2022: ₩57,266,972 (-54.21%); 2023: ₩58,504,196 (2.16%); 2024: ₩82,609,839 (41.20%)"
6,71,"₩46,575,502",4557.55%,76,"2014: ₩765,071 (-23.49%); 2015: ₩632,222 (-17.36%); 2016: ₩1,190,228 (88.26%); 2017: ₩3,544,432 (197.79%); 2018: ₩6,198,398 (74.88%); 2019: ₩16,455,275 (165.48%); 2020: ₩15,344,350 (-6.75%); 2021: ₩80,316,114 (423.42%); 2022: ₩34,009,943 (-57.65%); 2023: ₩33,162,329 (-2.49%); 2024: ₩46,575,502 (40.45%)"
6,72,"₩16,614,739",1561.47%,80,"2014: ₩765,071 (-23.49%); 2015: ₩632,222 (-17.36%); 2016: ₩1,198,854 (89.63%); 2017: ₩3,715,726 (209.94%); 2018: ₩10,938,993 (194.40%); 2019: ₩29,040,428 (165.48%); 2020: ₩25,548,664 (-12.02%); 2021: ₩29,974,679 (17.32%); 2022: ₩12,692,809 (-57.65%); 2023: ₩12,376,472 (-2.49%); 2024: ₩16,614,739 (34.24%)"
