n,m,final_balance,total_return,trade_count,yearly_details
5,76,"₩17,292,186",1629.22%,506,"2014: ₩660,843 (-33.92%); 2015: ₩1,053,928 (59.48%); 2016: ₩1,261,953 (19.74%); 2017: ₩9,070,406 (618.76%); 2018: ₩7,428,495 (-18.10%); 2019: ₩12,193,393 (64.14%); 2020: ₩18,067,588 (48.18%); 2021: ₩21,335,370 (18.09%); 2022: ₩11,923,720 (-44.11%); 2023: ₩12,433,964 (4.28%); 2024: ₩17,950,743 (44.37%); 2025: ₩17,292,186 (-3.67%)"
5,77,"₩13,612,458",1261.25%,506,"2014: ₩664,611 (-33.54%); 2015: ₩1,013,869 (52.55%); 2016: ₩1,217,030 (20.04%); 2017: ₩8,301,411 (582.10%); 2018: ₩6,904,573 (-16.83%); 2019: ₩12,362,006 (79.04%); 2020: ₩17,630,735 (42.62%); 2021: ₩17,802,261 (0.97%); 2022: ₩8,854,849 (-50.26%); 2023: ₩9,132,011 (3.13%); 2024: ₩14,098,665 (54.39%); 2025: ₩13,612,458 (-3.45%)"
5,78,"₩8,958,411",795.84%,512,"2014: ₩670,288 (-32.97%); 2015: ₩633,928 (-5.42%); 2016: ₩802,888 (26.65%); 2017: ₩6,393,983 (696.37%); 2018: ₩5,285,442 (-17.34%); 2019: ₩11,193,495 (111.78%); 2020: ₩15,140,313 (35.26%); 2021: ₩17,806,270 (17.61%); 2022: ₩5,946,155 (-66.61%); 2023: ₩6,019,851 (1.24%); 2024: ₩9,278,385 (54.13%); 2025: ₩8,958,411 (-3.45%)"
5,79,"₩17,945,790",1694.58%,508,"2014: ₩986,660 (-1.33%); 2015: ₩973,926 (-1.29%); 2016: ₩1,074,865 (10.36%); 2017: ₩9,314,554 (766.58%); 2018: ₩7,535,207 (-19.10%); 2019: ₩16,643,059 (120.87%); 2020: ₩21,541,851 (29.43%); 2021: ₩24,133,698 (12.03%); 2022: ₩12,220,747 (-49.36%); 2023: ₩12,343,721 (1.01%); 2024: ₩18,601,140 (50.69%); 2025: ₩17,945,790 (-3.52%)"
6,20,"₩3,729",-99.63%,1272,"2014: ₩152,214 (-84.78%); 2015: ₩79,068 (-48.05%); 2016: ₩54,445 (-31.14%); 2017: ₩242,911 (346.15%); 2018: ₩50,832 (-79.07%); 2019: ₩53,275 (4.81%); 2020: ₩59,562 (11.80%); 2021: ₩34,651 (-41.82%); 2022: ₩8,394 (-75.78%); 2023: ₩6,452 (-23.14%); 2024: ₩4,229 (-34.46%); 2025: ₩3,729 (-11.81%)"
6,21,"₩7,358",-99.26%,1232,"2014: ₩203,970 (-79.60%); 2015: ₩120,400 (-40.97%); 2016: ₩85,148 (-29.28%); 2017: ₩319,439 (275.16%); 2018: ₩100,138 (-68.65%); 2019: ₩114,459 (14.30%); 2020: ₩139,922 (22.25%); 2021: ₩91,266 (-34.77%); 2022: ₩21,177 (-76.80%); 2023: ₩13,515 (-36.18%); 2024: ₩8,236 (-39.06%); 2025: ₩7,358 (-10.66%)"
6,22,"₩9,989",-99.00%,1182,"2014: ₩215,529 (-78.45%); 2015: ₩129,468 (-39.93%); 2016: ₩79,799 (-38.36%); 2017: ₩296,280 (271.28%); 2018: ₩101,405 (-65.77%); 2019: ₩78,579 (-22.51%); 2020: ₩104,413 (32.88%); 2021: ₩85,718 (-17.90%); 2022: ₩20,524 (-76.06%); 2023: ₩15,834 (-22.85%); 2024: ₩10,875 (-31.32%); 2025: ₩9,989 (-8.15%)"
6,23,"₩28,528",-97.15%,1132,"2014: ₩215,162 (-78.48%); 2015: ₩220,734 (2.59%); 2016: ₩122,790 (-44.37%); 2017: ₩553,948 (351.14%); 2018: ₩219,671 (-60.34%); 2019: ₩222,244 (1.17%); 2020: ₩285,450 (28.44%); 2021: ₩286,863 (0.49%); 2022: ₩61,791 (-78.46%); 2023: ₩48,184 (-22.02%); 2024: ₩31,795 (-34.01%); 2025: ₩28,528 (-10.28%)"
6,24,"₩129,040",-87.10%,1068,"2014: ₩240,098 (-75.99%); 2015: ₩253,750 (5.69%); 2016: ₩231,454 (-8.79%); 2017: ₩1,354,411 (485.17%); 2018: ₩559,257 (-58.71%); 2019: ₩671,314 (20.04%); 2020: ₩906,645 (35.06%); 2021: ₩972,388 (7.25%); 2022: ₩246,694 (-74.63%); 2023: ₩201,224 (-18.43%); 2024: ₩147,520 (-26.69%); 2025: ₩129,040 (-12.53%)"
6,25,"₩175,897",-82.41%,1046,"2014: ₩265,389 (-73.46%); 2015: ₩253,235 (-4.58%); 2016: ₩225,303 (-11.03%); 2017: ₩1,934,222 (758.50%); 2018: ₩822,366 (-57.48%); 2019: ₩832,386 (1.22%); 2020: ₩1,172,567 (40.87%); 2021: ₩1,245,776 (6.24%); 2022: ₩341,284 (-72.60%); 2023: ₩225,112 (-34.04%); 2024: ₩208,475 (-7.39%); 2025: ₩175,897 (-15.63%)"
6,26,"₩175,297",-82.47%,1014,"2014: ₩318,433 (-68.16%); 2015: ₩337,371 (5.95%); 2016: ₩295,109 (-12.53%); 2017: ₩2,137,533 (624.32%); 2018: ₩961,891 (-55.00%); 2019: ₩1,022,138 (6.26%); 2020: ₩1,522,193 (48.92%); 2021: ₩1,616,626 (6.20%); 2022: ₩292,120 (-81.93%); 2023: ₩212,856 (-27.13%); 2024: ₩206,308 (-3.08%); 2025: ₩175,297 (-15.03%)"
6,27,"₩462,116",-53.79%,998,"2014: ₩423,431 (-57.66%); 2015: ₩447,940 (5.79%); 2016: ₩359,162 (-19.82%); 2017: ₩3,523,905 (881.15%); 2018: ₩1,868,728 (-46.97%); 2019: ₩2,011,436 (7.64%); 2020: ₩2,736,619 (36.05%); 2021: ₩3,051,628 (11.51%); 2022: ₩748,018 (-75.49%); 2023: ₩537,195 (-28.18%); 2024: ₩549,536 (2.30%); 2025: ₩462,116 (-15.91%)"
6,28,"₩1,064,091",6.41%,944,"2014: ₩442,229 (-55.78%); 2015: ₩553,116 (25.07%); 2016: ₩447,717 (-19.06%); 2017: ₩5,130,156 (1045.85%); 2018: ₩3,333,262 (-35.03%); 2019: ₩3,517,687 (5.53%); 2020: ₩4,587,818 (30.42%); 2021: ₩5,597,780 (22.01%); 2022: ₩1,530,892 (-72.65%); 2023: ₩1,242,517 (-18.84%); 2024: ₩1,281,224 (3.12%); 2025: ₩1,064,091 (-16.95%)"
6,29,"₩1,071,955",7.20%,934,"2014: ₩420,225 (-57.98%); 2015: ₩461,744 (9.88%); 2016: ₩361,010 (-21.82%); 2017: ₩3,919,901 (985.82%); 2018: ₩3,188,349 (-18.66%); 2019: ₩3,608,437 (13.18%); 2020: ₩4,128,239 (14.41%); 2021: ₩4,456,303 (7.95%); 2022: ₩1,275,531 (-71.38%); 2023: ₩1,294,354 (1.48%); 2024: ₩1,255,077 (-3.03%); 2025: ₩1,071,955 (-14.59%)"
6,30,"₩915,606",-8.44%,902,"2014: ₩484,340 (-51.57%); 2015: ₩510,321 (5.36%); 2016: ₩334,760 (-34.40%); 2017: ₩3,721,722 (1011.76%); 2018: ₩3,101,679 (-16.66%); 2019: ₩3,379,761 (8.97%); 2020: ₩3,503,415 (3.66%); 2021: ₩4,034,161 (15.15%); 2022: ₩1,116,659 (-72.32%); 2023: ₩1,013,497 (-9.24%); 2024: ₩1,069,457 (5.52%); 2025: ₩915,606 (-14.39%)"
6,31,"₩415,762",-58.42%,900,"2014: ₩434,346 (-56.57%); 2015: ₩369,855 (-14.85%); 2016: ₩282,953 (-23.50%); 2017: ₩2,138,440 (655.76%); 2018: ₩1,657,914 (-22.47%); 2019: ₩1,851,976 (11.71%); 2020: ₩2,081,514 (12.39%); 2021: ₩1,476,808 (-29.05%); 2022: ₩453,384 (-69.30%); 2023: ₩402,597 (-11.20%); 2024: ₩467,323 (16.08%); 2025: ₩415,762 (-11.03%)"
6,32,"₩703,025",-29.70%,882,"2014: ₩417,964 (-58.20%); 2015: ₩396,514 (-5.13%); 2016: ₩354,295 (-10.65%); 2017: ₩2,685,130 (657.88%); 2018: ₩1,287,102 (-52.07%); 2019: ₩1,389,822 (7.98%); 2020: ₩1,675,595 (20.56%); 2021: ₩2,540,804 (51.64%); 2022: ₩789,688 (-68.92%); 2023: ₩657,311 (-16.76%); 2024: ₩748,471 (13.87%); 2025: ₩703,025 (-6.07%)"
6,33,"₩598,675",-40.13%,846,"2014: ₩322,366 (-67.76%); 2015: ₩375,188 (16.39%); 2016: ₩341,868 (-8.88%); 2017: ₩2,480,813 (625.66%); 2018: ₩1,192,727 (-51.92%); 2019: ₩1,505,508 (26.22%); 2020: ₩2,025,758 (34.56%); 2021: ₩2,959,291 (46.08%); 2022: ₩871,611 (-70.55%); 2023: ₩639,236 (-26.66%); 2024: ₩634,610 (-0.72%); 2025: ₩598,675 (-5.66%)"
6,34,"₩885,470",-11.45%,852,"2014: ₩345,094 (-65.49%); 2015: ₩354,854 (2.83%); 2016: ₩363,415 (2.41%); 2017: ₩3,170,195 (772.34%); 2018: ₩1,433,055 (-54.80%); 2019: ₩1,780,818 (24.27%); 2020: ₩2,359,384 (32.49%); 2021: ₩4,068,711 (72.45%); 2022: ₩1,169,042 (-71.27%); 2023: ₩866,880 (-25.85%); 2024: ₩896,841 (3.46%); 2025: ₩885,470 (-1.27%)"
6,35,"₩1,539,415",53.94%,822,"2014: ₩541,346 (-45.87%); 2015: ₩542,359 (0.19%); 2016: ₩548,885 (1.20%); 2017: ₩8,316,218 (1415.11%); 2018: ₩3,763,977 (-54.74%); 2019: ₩4,563,740 (21.25%); 2020: ₩6,177,484 (35.36%); 2021: ₩6,642,960 (7.54%); 2022: ₩1,783,740 (-73.15%); 2023: ₩1,484,559 (-16.77%); 2024: ₩1,673,143 (12.70%); 2025: ₩1,539,415 (-7.99%)"
6,36,"₩2,151,092",115.11%,802,"2014: ₩760,545 (-23.95%); 2015: ₩797,142 (4.81%); 2016: ₩858,249 (7.67%); 2017: ₩10,554,580 (1129.78%); 2018: ₩4,985,340 (-52.77%); 2019: ₩6,789,168 (36.18%); 2020: ₩8,630,451 (27.12%); 2021: ₩9,683,370 (12.20%); 2022: ₩2,611,678 (-73.03%); 2023: ₩2,126,817 (-18.57%); 2024: ₩2,405,331 (13.10%); 2025: ₩2,151,092 (-10.57%)"
6,37,"₩1,243,549",24.35%,800,"2014: ₩782,998 (-21.70%); 2015: ₩817,078 (4.35%); 2016: ₩936,266 (14.59%); 2017: ₩8,494,451 (807.27%); 2018: ₩4,640,509 (-45.37%); 2019: ₩5,503,470 (18.60%); 2020: ₩6,758,573 (22.81%); 2021: ₩6,141,817 (-9.13%); 2022: ₩1,636,616 (-73.35%); 2023: ₩1,303,633 (-20.35%); 2024: ₩1,390,524 (6.67%); 2025: ₩1,243,549 (-10.57%)"
6,38,"₩575,761",-42.42%,786,"2014: ₩550,722 (-44.93%); 2015: ₩485,758 (-11.80%); 2016: ₩566,413 (16.60%); 2017: ₩5,449,403 (862.09%); 2018: ₩2,417,891 (-55.63%); 2019: ₩1,458,468 (-39.68%); 2020: ₩2,109,916 (44.67%); 2021: ₩2,683,945 (27.21%); 2022: ₩663,861 (-75.27%); 2023: ₩732,260 (10.30%); 2024: ₩653,294 (-10.78%); 2025: ₩575,761 (-11.87%)"
6,39,"₩637,105",-36.29%,768,"2014: ₩625,369 (-37.46%); 2015: ₩673,037 (7.62%); 2016: ₩749,247 (11.32%); 2017: ₩3,321,172 (343.27%); 2018: ₩1,716,075 (-48.33%); 2019: ₩1,038,172 (-39.50%); 2020: ₩1,630,605 (57.06%); 2021: ₩2,551,195 (56.46%); 2022: ₩703,829 (-72.41%); 2023: ₩795,975 (13.09%); 2024: ₩722,042 (-9.29%); 2025: ₩637,105 (-11.76%)"
6,40,"₩946,680",-5.33%,746,"2014: ₩614,111 (-38.59%); 2015: ₩685,176 (11.57%); 2016: ₩815,141 (18.97%); 2017: ₩6,431,302 (688.98%); 2018: ₩2,862,691 (-55.49%); 2019: ₩1,769,625 (-38.18%); 2020: ₩2,512,879 (42.00%); 2021: ₩4,197,133 (67.02%); 2022: ₩1,068,439 (-74.54%); 2023: ₩1,197,183 (12.05%); 2024: ₩1,078,568 (-9.91%); 2025: ₩946,680 (-12.23%)"
6,41,"₩668,464",-33.15%,738,"2014: ₩705,529 (-29.45%); 2015: ₩859,678 (21.85%); 2016: ₩968,020 (12.60%); 2017: ₩8,379,212 (765.60%); 2018: ₩4,328,801 (-48.34%); 2019: ₩1,902,541 (-56.05%); 2020: ₩2,189,746 (15.10%); 2021: ₩2,546,583 (16.30%); 2022: ₩648,043 (-74.55%); 2023: ₩756,562 (16.75%); 2024: ₩761,591 (0.66%); 2025: ₩668,464 (-12.23%)"
6,42,"₩1,140,604",14.06%,722,"2014: ₩840,928 (-15.91%); 2015: ₩1,103,361 (31.21%); 2016: ₩1,269,488 (15.06%); 2017: ₩10,505,514 (727.54%); 2018: ₩3,872,007 (-63.14%); 2019: ₩2,434,039 (-37.14%); 2020: ₩3,335,116 (37.02%); 2021: ₩3,807,303 (14.16%); 2022: ₩989,111 (-74.02%); 2023: ₩1,157,226 (17.00%); 2024: ₩1,299,077 (12.26%); 2025: ₩1,140,604 (-12.20%)"
6,43,"₩2,551,934",155.19%,690,"2014: ₩870,145 (-12.99%); 2015: ₩1,109,519 (27.51%); 2016: ₩1,361,454 (22.71%); 2017: ₩10,569,085 (676.31%); 2018: ₩6,885,983 (-34.85%); 2019: ₩4,748,236 (-31.04%); 2020: ₩6,783,237 (42.86%); 2021: ₩8,162,855 (20.34%); 2022: ₩2,263,523 (-72.27%); 2023: ₩2,634,842 (16.40%); 2024: ₩2,752,322 (4.46%); 2025: ₩2,551,934 (-7.28%)"
6,44,"₩1,494,572",49.46%,692,"2014: ₩561,052 (-43.89%); 2015: ₩702,806 (25.27%); 2016: ₩877,619 (24.87%); 2017: ₩6,458,225 (635.88%); 2018: ₩3,702,188 (-42.67%); 2019: ₩2,544,388 (-31.27%); 2020: ₩3,663,431 (43.98%); 2021: ₩4,930,612 (34.59%); 2022: ₩1,483,847 (-69.91%); 2023: ₩1,703,371 (14.79%); 2024: ₩1,611,932 (-5.37%); 2025: ₩1,494,572 (-7.28%)"
6,45,"₩2,039,832",103.98%,684,"2014: ₩551,555 (-44.84%); 2015: ₩509,855 (-7.56%); 2016: ₩632,148 (23.99%); 2017: ₩4,687,856 (641.58%); 2018: ₩2,830,212 (-39.63%); 2019: ₩2,767,396 (-2.22%); 2020: ₩5,379,449 (94.39%); 2021: ₩5,855,646 (8.85%); 2022: ₩1,772,213 (-69.73%); 2023: ₩2,104,846 (18.77%); 2024: ₩2,155,122 (2.39%); 2025: ₩2,039,832 (-5.35%)"
6,46,"₩2,532,846",153.28%,676,"2014: ₩614,259 (-38.57%); 2015: ₩573,311 (-6.67%); 2016: ₩707,081 (23.33%); 2017: ₩5,064,793 (616.30%); 2018: ₩2,918,513 (-42.38%); 2019: ₩3,528,937 (20.92%); 2020: ₩6,305,544 (78.68%); 2021: ₩7,397,339 (17.31%); 2022: ₩2,436,459 (-67.06%); 2023: ₩2,901,867 (19.10%); 2024: ₩2,624,828 (-9.55%); 2025: ₩2,532,846 (-3.50%)"
6,47,"₩1,475,545",47.55%,660,"2014: ₩375,795 (-62.42%); 2015: ₩344,981 (-8.20%); 2016: ₩431,564 (25.10%); 2017: ₩2,690,645 (523.46%); 2018: ₩1,389,076 (-48.37%); 2019: ₩2,174,421 (56.54%); 2020: ₩3,973,945 (82.76%); 2021: ₩4,633,637 (16.60%); 2022: ₩1,830,377 (-60.50%); 2023: ₩1,597,326 (-12.73%); 2024: ₩1,535,097 (-3.90%); 2025: ₩1,475,545 (-3.88%)"
6,48,"₩2,021,236",102.12%,648,"2014: ₩388,415 (-61.16%); 2015: ₩421,462 (8.51%); 2016: ₩495,823 (17.64%); 2017: ₩3,182,859 (541.93%); 2018: ₩1,483,795 (-53.38%); 2019: ₩2,205,561 (48.64%); 2020: ₩3,913,068 (77.42%); 2021: ₩4,535,735 (15.91%); 2022: ₩1,776,333 (-60.84%); 2023: ₩2,211,650 (24.51%); 2024: ₩2,105,308 (-4.81%); 2025: ₩2,021,236 (-3.99%)"
6,49,"₩1,673,525",67.35%,646,"2014: ₩268,250 (-73.17%); 2015: ₩211,921 (-21.00%); 2016: ₩250,584 (18.24%); 2017: ₩1,911,205 (662.70%); 2018: ₩1,138,698 (-40.42%); 2019: ₩1,979,750 (73.86%); 2020: ₩3,666,407 (85.20%); 2021: ₩3,742,280 (2.07%); 2022: ₩1,443,912 (-61.42%); 2023: ₩1,807,791 (25.20%); 2024: ₩1,743,134 (-3.58%); 2025: ₩1,673,525 (-3.99%)"
6,50,"₩1,639,248",63.92%,632,"2014: ₩272,442 (-72.76%); 2015: ₩213,051 (-21.80%); 2016: ₩249,335 (17.03%); 2017: ₩1,985,685 (696.39%); 2018: ₩1,099,097 (-44.65%); 2019: ₩1,420,008 (29.20%); 2020: ₩2,720,651 (91.59%); 2021: ₩2,841,629 (4.45%); 2022: ₩1,189,434 (-58.14%); 2023: ₩1,520,538 (27.84%); 2024: ₩1,707,432 (12.29%); 2025: ₩1,639,248 (-3.99%)"
6,51,"₩982,682",-1.73%,608,"2014: ₩266,649 (-73.34%); 2015: ₩155,198 (-41.80%); 2016: ₩181,202 (16.76%); 2017: ₩1,616,027 (791.84%); 2018: ₩848,043 (-47.52%); 2019: ₩1,005,487 (18.57%); 2020: ₩2,086,150 (107.48%); 2021: ₩2,118,135 (1.53%); 2022: ₩911,692 (-56.96%); 2023: ₩1,176,961 (29.10%); 2024: ₩1,025,107 (-12.90%); 2025: ₩982,682 (-4.14%)"
6,52,"₩964,793",-3.52%,628,"2014: ₩329,362 (-67.06%); 2015: ₩183,454 (-44.30%); 2016: ₩221,730 (20.86%); 2017: ₩1,481,274 (568.05%); 2018: ₩812,875 (-45.12%); 2019: ₩973,044 (19.70%); 2020: ₩2,011,992 (106.77%); 2021: ₩2,143,169 (6.52%); 2022: ₩909,932 (-57.54%); 2023: ₩1,184,209 (30.14%); 2024: ₩1,006,446 (-15.01%); 2025: ₩964,793 (-4.14%)"
6,53,"₩837,886",-16.21%,620,"2014: ₩325,376 (-67.46%); 2015: ₩178,631 (-45.10%); 2016: ₩222,717 (24.68%); 2017: ₩1,433,059 (543.44%); 2018: ₩768,925 (-46.34%); 2019: ₩847,369 (10.20%); 2020: ₩1,631,264 (92.51%); 2021: ₩1,503,566 (-7.83%); 2022: ₩714,272 (-52.49%); 2023: ₩992,066 (38.89%); 2024: ₩911,475 (-8.12%); 2025: ₩837,886 (-8.07%)"
6,54,"₩1,545,750",54.58%,608,"2014: ₩433,300 (-56.67%); 2015: ₩315,831 (-27.11%); 2016: ₩390,769 (23.73%); 2017: ₩2,718,189 (595.60%); 2018: ₩1,153,601 (-57.56%); 2019: ₩1,213,122 (5.16%); 2020: ₩2,368,565 (95.25%); 2021: ₩2,512,705 (6.09%); 2022: ₩1,224,762 (-51.26%); 2023: ₩1,652,668 (34.94%); 2024: ₩1,630,713 (-1.33%); 2025: ₩1,545,750 (-5.21%)"
6,55,"₩1,674,089",67.41%,598,"2014: ₩508,950 (-49.10%); 2015: ₩359,731 (-29.32%); 2016: ₩456,150 (26.80%); 2017: ₩3,413,310 (648.29%); 2018: ₩1,416,817 (-58.49%); 2019: ₩1,385,489 (-2.21%); 2020: ₩2,554,907 (84.40%); 2021: ₩2,647,674 (3.63%); 2022: ₩1,326,308 (-49.91%); 2023: ₩1,769,294 (33.40%); 2024: ₩1,766,106 (-0.18%); 2025: ₩1,674,089 (-5.21%)"
6,56,"₩1,336,314",33.63%,594,"2014: ₩476,352 (-52.36%); 2015: ₩440,010 (-7.63%); 2016: ₩576,336 (30.98%); 2017: ₩3,920,419 (580.23%); 2018: ₩1,861,050 (-52.53%); 2019: ₩1,684,649 (-9.48%); 2020: ₩3,151,085 (87.05%); 2021: ₩3,080,030 (-2.25%); 2022: ₩1,169,944 (-62.02%); 2023: ₩1,465,319 (25.25%); 2024: ₩1,413,142 (-3.56%); 2025: ₩1,336,314 (-5.44%)"
6,57,"₩2,361,675",136.17%,588,"2014: ₩493,089 (-50.69%); 2015: ₩454,670 (-7.79%); 2016: ₩579,385 (27.43%); 2017: ₩3,910,978 (575.02%); 2018: ₩1,643,361 (-57.98%); 2019: ₩1,568,074 (-4.58%); 2020: ₩2,898,689 (84.86%); 2021: ₩3,044,543 (5.03%); 2022: ₩1,613,339 (-47.01%); 2023: ₩2,029,132 (25.77%); 2024: ₩2,433,909 (19.95%); 2025: ₩2,361,675 (-2.97%)"
6,58,"₩8,027,242",702.72%,584,"2014: ₩516,495 (-48.35%); 2015: ₩685,835 (32.79%); 2016: ₩845,753 (23.32%); 2017: ₩5,877,921 (594.99%); 2018: ₩3,753,227 (-36.15%); 2019: ₩5,953,479 (58.62%); 2020: ₩10,922,148 (83.46%); 2021: ₩11,922,066 (9.15%); 2022: ₩5,608,251 (-52.96%); 2023: ₩6,966,678 (24.22%); 2024: ₩8,461,538 (21.46%); 2025: ₩8,027,242 (-5.13%)"
6,59,"₩13,262,471",1226.25%,576,"2014: ₩535,404 (-46.46%); 2015: ₩711,934 (32.97%); 2016: ₩799,512 (12.30%); 2017: ₩5,253,146 (557.04%); 2018: ₩4,271,200 (-18.69%); 2019: ₩6,858,762 (60.58%); 2020: ₩12,619,644 (83.99%); 2021: ₩23,752,945 (88.22%); 2022: ₩10,608,982 (-55.34%); 2023: ₩13,301,067 (25.38%); 2024: ₩13,980,008 (5.10%); 2025: ₩13,262,471 (-5.13%)"
6,60,"₩14,689,597",1368.96%,566,"2014: ₩611,350 (-38.86%); 2015: ₩859,906 (40.66%); 2016: ₩912,580 (6.13%); 2017: ₩8,453,806 (826.36%); 2018: ₩6,054,859 (-28.38%); 2019: ₩7,936,403 (31.07%); 2020: ₩14,477,367 (82.42%); 2021: ₩24,592,295 (69.87%); 2022: ₩11,263,057 (-54.20%); 2023: ₩14,787,755 (31.29%); 2024: ₩15,427,122 (4.32%); 2025: ₩14,689,597 (-4.78%)"
6,61,"₩10,047,090",904.71%,558,"2014: ₩629,667 (-37.03%); 2015: ₩864,311 (37.26%); 2016: ₩934,388 (8.11%); 2017: ₩7,788,349 (733.52%); 2018: ₩5,593,062 (-28.19%); 2019: ₩6,059,509 (8.34%); 2020: ₩10,995,989 (81.47%); 2021: ₩18,922,956 (72.09%); 2022: ₩8,889,907 (-53.02%); 2023: ₩10,102,180 (13.64%); 2024: ₩10,551,527 (4.45%); 2025: ₩10,047,090 (-4.78%)"
6,62,"₩10,506,600",950.66%,562,"2014: ₩556,120 (-44.39%); 2015: ₩889,490 (59.95%); 2016: ₩923,542 (3.83%); 2017: ₩8,360,735 (805.29%); 2018: ₩5,905,162 (-29.37%); 2019: ₩6,246,969 (5.79%); 2020: ₩11,422,106 (82.84%); 2021: ₩19,890,634 (74.14%); 2022: ₩9,539,981 (-52.04%); 2023: ₩10,617,015 (11.29%); 2024: ₩10,987,991 (3.49%); 2025: ₩10,506,600 (-4.38%)"
6,63,"₩4,694,821",369.48%,558,"2014: ₩632,532 (-36.75%); 2015: ₩996,029 (57.47%); 2016: ₩1,009,393 (1.34%); 2017: ₩11,948,089 (1083.69%); 2018: ₩6,310,050 (-47.19%); 2019: ₩6,143,728 (-2.64%); 2020: ₩10,812,424 (75.99%); 2021: ₩10,988,204 (1.63%); 2022: ₩3,361,200 (-69.41%); 2023: ₩3,921,086 (16.66%); 2024: ₩4,909,928 (25.22%); 2025: ₩4,694,821 (-4.38%)"
6,64,"₩4,658,293",365.83%,540,"2014: ₩578,436 (-42.16%); 2015: ₩946,658 (63.66%); 2016: ₩988,711 (4.44%); 2017: ₩7,203,470 (628.57%); 2018: ₩4,068,269 (-43.52%); 2019: ₩4,020,803 (-1.17%); 2020: ₩6,809,706 (69.36%); 2021: ₩6,770,800 (-0.57%); 2022: ₩3,169,765 (-53.18%); 2023: ₩3,870,433 (22.10%); 2024: ₩4,871,726 (25.87%); 2025: ₩4,658,293 (-4.38%)"
6,65,"₩8,649,312",764.93%,528,"2014: ₩554,193 (-44.58%); 2015: ₩927,193 (67.30%); 2016: ₩1,037,987 (11.95%); 2017: ₩7,926,320 (663.62%); 2018: ₩5,493,345 (-30.69%); 2019: ₩6,972,284 (26.92%); 2020: ₩11,714,502 (68.02%); 2021: ₩12,122,027 (3.48%); 2022: ₩5,740,541 (-52.64%); 2023: ₩6,857,968 (19.47%); 2024: ₩8,993,689 (31.14%); 2025: ₩8,649,312 (-3.83%)"
6,66,"₩6,701,677",570.17%,528,"2014: ₩540,361 (-45.96%); 2015: ₩791,011 (46.39%); 2016: ₩765,315 (-3.25%); 2017: ₩5,408,366 (606.68%); 2018: ₩3,846,491 (-28.88%); 2019: ₩4,810,561 (25.06%); 2020: ₩7,831,892 (62.81%); 2021: ₩7,871,092 (0.50%); 2022: ₩3,589,043 (-54.40%); 2023: ₩4,697,594 (30.89%); 2024: ₩6,968,508 (48.34%); 2025: ₩6,701,677 (-3.83%)"
6,67,"₩8,395,751",739.58%,510,"2014: ₩566,919 (-43.31%); 2015: ₩826,669 (45.82%); 2016: ₩801,391 (-3.06%); 2017: ₩6,057,279 (655.85%); 2018: ₩4,317,060 (-28.73%); 2019: ₩5,538,290 (28.29%); 2020: ₩9,168,959 (65.56%); 2021: ₩9,278,060 (1.19%); 2022: ₩4,122,171 (-55.57%); 2023: ₩5,802,503 (40.76%); 2024: ₩8,750,543 (50.81%); 2025: ₩8,395,751 (-4.05%)"
6,68,"₩16,821,680",1582.17%,506,"2014: ₩568,970 (-43.10%); 2015: ₩805,168 (41.51%); 2016: ₩806,354 (0.15%); 2017: ₩8,296,015 (928.83%); 2018: ₩4,929,034 (-40.59%); 2019: ₩6,825,824 (38.48%); 2020: ₩11,827,405 (73.27%); 2021: ₩18,736,298 (58.41%); 2022: ₩8,469,041 (-54.80%); 2023: ₩11,189,062 (32.12%); 2024: ₩17,204,972 (53.77%); 2025: ₩16,821,680 (-2.23%)"
6,69,"₩15,906,401",1490.64%,502,"2014: ₩563,297 (-43.67%); 2015: ₩748,154 (32.82%); 2016: ₩726,877 (-2.84%); 2017: ₩7,155,631 (884.44%); 2018: ₩3,944,419 (-44.88%); 2019: ₩5,777,465 (46.47%); 2020: ₩9,813,866 (69.86%); 2021: ₩16,410,614 (67.22%); 2022: ₩7,384,684 (-55.00%); 2023: ₩10,620,998 (43.82%); 2024: ₩16,268,838 (53.18%); 2025: ₩15,906,401 (-2.23%)"
6,70,"₩14,326,917",1332.69%,498,"2014: ₩564,451 (-43.55%); 2015: ₩511,946 (-9.30%); 2016: ₩541,067 (5.69%); 2017: ₩6,348,488 (1073.33%); 2018: ₩3,406,871 (-46.34%); 2019: ₩5,263,726 (54.50%); 2020: ₩8,765,232 (66.52%); 2021: ₩14,581,164 (66.35%); 2022: ₩7,175,484 (-50.79%); 2023: ₩9,999,849 (39.36%); 2024: ₩14,602,952 (46.03%); 2025: ₩14,326,917 (-1.89%)"
6,71,"₩14,673,545",1367.35%,504,"2014: ₩616,720 (-38.33%); 2015: ₩613,536 (-0.52%); 2016: ₩594,704 (-3.07%); 2017: ₩6,791,455 (1041.99%); 2018: ₩3,770,778 (-44.48%); 2019: ₩6,537,724 (73.38%); 2020: ₩11,141,590 (70.42%); 2021: ₩14,342,364 (28.73%); 2022: ₩7,365,554 (-48.64%); 2023: ₩10,319,414 (40.10%); 2024: ₩14,942,883 (44.80%); 2025: ₩14,673,545 (-1.80%)"
